id,text,theme,polarity,theme_starts,theme_ends,polarity_id
g187103-d2329304-r282963974,"Les frites sont molles, dommage aussi, pour un resto qui sert des plats accompagnés de pommes de terre.",frites,negative,4,10,1
g187103-d2329304-r282963974,"Les frites sont molles, dommage aussi, pour un resto qui sert des plats accompagnés de pommes de terre.",plats,neutral,66,71,0
g187103-d2329304-r282963974,"Bref une formule à des prix corrects pour centre ville, un vrai potentiel mais absence de sens commerçant et des petits hics qui coincent...dommage encore, surtout de l'avoir fait à un commerçant des métiers de bouche du coin...",formule,neutral,9,16,0
g187103-d2356006-r280461370,un bon petit resto qui sert d'excellentes pizzas ou d'autres petits plats pour ceux qui préfèrent débuter autre chose,resto,positive,13,18,2
g187103-d2356006-r280461370,un bon petit resto qui sert d'excellentes pizzas ou d'autres petits plats pour ceux qui préfèrent débuter autre chose,pizzas,positive,42,48,2
g187103-d2356006-r280461370,un bon petit resto qui sert d'excellentes pizzas ou d'autres petits plats pour ceux qui préfèrent débuter autre chose,plats,positive,68,73,2
g187103-d2356006-r280461370,service tardif possible : pratique après un bon ciné,service,positive,0,7,2
g187103-d2356006-r280461370,bon accueil,accueil,positive,4,11,2
g187111-d2385660-r284846850,"Nous apprécions toujours de nous restaurer ""à l'italienne"" dans ce tout petit resto dijonnais.",resto,positive,78,83,2
g187111-d2385660-r284846850,"Mais la dernière fois, c'était un peu moins bien : la pâte à pizza était difficile à couper, ne faudrait-il pas que le patron achète de nouveaux couteaux, car ceux d'IKEA laissent à désirer pour ce gendre de plats.",pâte à pizza,negative,54,66,1
g187111-d3423656-r282520762,"Sur la place du Bareuzay, symbolique de Dijon, une agréable terrasse.",terrasse,positive,60,68,2
g187111-d3423656-r282520762,"Sur la place du Bareuzay, symbolique de Dijon, une agréable terrasse.",place du Bareuzay,neutral,7,24,0
g187111-d3423656-r282520762,"La carte est banale, avec une option ""plats bourguignons"" classiques.",carte,negative,3,8,1
g187111-d3423656-r282520762,Carte des vins très limitée en choix aussi bien en quantité qu'en qualité.,Carte des vins,negative,0,14,1
g187111-d3423656-r282520762,Carte des vins très limitée en choix aussi bien en quantité qu'en qualité.,Carte des vins,negative,0,14,1
g187111-d3423656-r282520762,"L'andouillette qui n'était pas une 5A était excellente, les frites, légumes et purée également.",andouillette,positive,2,14,2
g187111-d3423656-r282520762,"L'andouillette qui n'était pas une 5A était excellente, les frites, légumes et purée également.",frites,positive,60,66,2
g187111-d3423656-r282520762,"L'andouillette qui n'était pas une 5A était excellente, les frites, légumes et purée également.",légumes,positive,68,75,2
g187111-d3423656-r282520762,"L'andouillette qui n'était pas une 5A était excellente, les frites, légumes et purée également.",purée,positive,79,84,2
g187111-d3423656-r282520762,Rien à reprocher au service si ce n'est la hâte de fermer la boutique !,service,neutral,20,27,0
g187111-d5533894-r241388800,"Sur la forme : l'établissement est plutôt bien décoré, lumineux et agréable, tout à fait dans le style américain.",établissement,negative,17,30,1
g187111-d5533894-r241388800,"Le responsable est souriant et accueillant, même s'il en fait parfois un peu trop, mais c'est mieux comme ça.",responsable,positive,3,14,2
g187111-d5533894-r241388800,Sur le fond : j'y suis allé 2 fois dans les 3 derniers mois pour manger un hamburger et franchement le contenu de l'assiette n'est pas à la hauteur du prix et c'est véritablement sur ce point que se situe le problème.,assiette,negative,116,124,1
g187111-d5533894-r241388800,Sur le fond : j'y suis allé 2 fois dans les 3 derniers mois pour manger un hamburger et franchement le contenu de l'assiette n'est pas à la hauteur du prix et c'est véritablement sur ce point que se situe le problème.,assiette,negative,116,124,1
g187111-d5533894-r241388800,"Les hamburgers sont vendus entre 12 et 16 euros ce qui est beaucoup trop pour des préparations très industrielles : pain durci par la cuisson, pas de légumes dans le sandwich et frites qui ne sont pas faites maison.",hamburgers,negative,4,14,1
g187111-d5533894-r241388800,"Les hamburgers sont vendus entre 12 et 16 euros ce qui est beaucoup trop pour des préparations très industrielles : pain durci par la cuisson, pas de légumes dans le sandwich et frites qui ne sont pas faites maison.",préparations,negative,82,94,1
g187111-d5533894-r241388800,"Les hamburgers sont vendus entre 12 et 16 euros ce qui est beaucoup trop pour des préparations très industrielles : pain durci par la cuisson, pas de légumes dans le sandwich et frites qui ne sont pas faites maison.",pain,negative,116,120,1
g187111-d5533894-r241388800,"Les hamburgers sont vendus entre 12 et 16 euros ce qui est beaucoup trop pour des préparations très industrielles : pain durci par la cuisson, pas de légumes dans le sandwich et frites qui ne sont pas faites maison.",sandwich,negative,166,174,1
g187111-d5533894-r241388800,"Les hamburgers sont vendus entre 12 et 16 euros ce qui est beaucoup trop pour des préparations très industrielles : pain durci par la cuisson, pas de légumes dans le sandwich et frites qui ne sont pas faites maison.",frites,negative,178,184,1
g187122-d2219300-r244953567,"Si l'accueil et le cadre sont agréables, ne soyez pas pressé, 2h30 pour les menus du jour, ça commence à faire",accueil,positive,5,12,2
g187122-d2219300-r244953567,"Si l'accueil et le cadre sont agréables, ne soyez pas pressé, 2h30 pour les menus du jour, ça commence à faire",cadre,positive,19,24,2
g187122-d2219300-r244953567,En plus 7 euros 50 pour deux oeufs mimosa sans fioritures est tout simplement du vol,oeufs mimosa,negative,29,41,1
g187122-d2219300-r244953567,En plus 7 euros 50 pour deux oeufs mimosa sans fioritures est tout simplement du vol,oeufs mimosa,negative,29,41,1
g187122-d2219300-r244953567,Je vous passe les plats tièdes et sans saveur appuyée,plats,negative,18,23,1
g187122-d2253489-r276554003,"Le cadre est convivial, le personnel y est agréable.",cadre,positive,3,8,2
g187122-d2253489-r276554003,"Le cadre est convivial, le personnel y est agréable.",personnel,positive,27,36,2
g187122-d2253489-r276554003,La carte est généreuse.,carte,positive,3,8,2
g187122-d2253489-r276554003,"Ayant pu goûter à la crêpe montagnarde, celle-ci est copieuse et bien garni.",crêpe montagnarde,positive,21,38,2
g187122-d2253489-r276554003,"Le cidre, pas qu'exceptionnel, est frais et s'accompagne bien.",cidre,positive,3,8,2
g187122-d2253489-r276554003,"Quand au prix, je ne les trouve pas excessif quand à la qualité des plats servi.",plats,positive,68,73,2
g187122-d2277420-r286816327,la décoration très sympa.,décoration,positive,3,13,2
g187122-d2277420-r286816327,"l'endroit a une lumière feutré, c'est très agréable et très relaxant.",endroit,positive,2,9,2
g187122-d2277420-r286816327,la cuisine est très bonne.,cuisine,positive,3,10,2
g187122-d2277420-r286816327,le service est nickel.,service,positive,3,10,2
g187122-d3253908-r246575372,"très déçu : Vaisselle, décor un peu vieillot.",décor,negative,23,28,1
g187122-d3253908-r246575372,"très déçu : Vaisselle, décor un peu vieillot.",Vaisselle,negative,12,21,1
g187122-d3253908-r246575372,Le vin n'a pas été servi à la bonne température.,vin,negative,3,6,1
g187122-d3253908-r246575372,De beaux verres auraient été appréciés pour boire un bon vin.,vin,negative,57,60,1
g187122-d3253908-r246575372,"Pour le plat le serveur nous avait dit que la viande était servie avec une sauce au foie gras, nous n avons pas retrouvé le goût du foie gras car en fait c'était une sauce au vin qui masquait complètement le foie gras.",viande,negative,46,52,1
g187122-d3253908-r246575372,"Pour le plat le serveur nous avait dit que la viande était servie avec une sauce au foie gras, nous n avons pas retrouvé le goût du foie gras car en fait c'était une sauce au vin qui masquait complètement le foie gras.",sauce au vin,negative,166,178,1
g187122-d3253908-r246575372,Pour le dessert farandole de desserts : rien d'extraordinaire que des classiques avec beaucoup de crème au beurre.,farandole de desserts,negative,16,37,1
g187122-d3253908-r246575372,En conclusion bien trop cher pour ce que nous avons mangé : manque d originalité et le service n est pas à la hauteur.,service,negative,87,94,1
g187140-d1322541-r286192533,On ne peut dire que du bien de ce restaurant.,restaurant,positive,34,44,2
g187140-d1322541-r286192533,Le cadre est tout simplement incroyable / le menu unique a 36 euros vous fait découvrir quelques plats typiques corses....,cadre,positive,3,8,2
g187140-d1322541-r286192533,Le cadre est tout simplement incroyable / le menu unique a 36 euros vous fait découvrir quelques plats typiques corses....,menu,neutral,45,49,0
g187140-d1322541-r286192533,Attention menu pantagruélique...,menu,positive,10,14,2
g187140-d1322541-r286192533,De la bonne cuisine de grand mère qui tient au corps.,cuisine,positive,12,19,2
g187140-d1322541-r286192533,Et pour couronner le tout de sympathique serveurs a l accent prononcé avec toujours un brin d humour.,serveurs,positive,41,49,2
g187140-d1323739-r259481225,"Pizza sèche, très peu d'ingrédients et un bord énooorme tout sec pour la Regina bianca.",Pizza,negative,0,5,1
g187140-d1323739-r259481225,"Pizza sèche, très peu d'ingrédients et un bord énooorme tout sec pour la Regina bianca.",Pizza,negative,0,5,1
g187140-d2066610-r265781517,Petit endroit sympa pour manger pendant notre escale de 2h après notre balade en bateau.,endroit,positive,6,13,2
g187140-d2066610-r265781517,"Le repas était correct pour une escale rapide,le patron très sympathique et le paysage magnifique.",repas,neutral,3,8,0
g187140-d2066610-r265781517,"Le repas était correct pour une escale rapide,le patron très sympathique et le paysage magnifique.",patron,positive,49,55,2
g187140-d2066610-r265781517,"Le repas était correct pour une escale rapide,le patron très sympathique et le paysage magnifique.",paysage,positive,79,86,2
g187140-d4734576-r284845256,"Vraiment horrible certaines choses sont réchauffées, certaines pas cuites, on ne peut pas appeler ça de la cuisine!",choses,negative,28,34,1
g187143-d1327801-r268704148,"burgers excellents, on est accro dès qu'on a gouté.",burgers,positive,0,7,2
g187143-d1327801-r268704148,"Le ""complet"" est fameux, à la hauteur du ""samourai"" de son concurrent le bigban.",complet,positive,4,11,2
g187143-d1327801-r268704148,"Le ""complet"" est fameux, à la hauteur du ""samourai"" de son concurrent le bigban.",samourai,positive,42,50,2
g187143-d1327801-r268704148,"Le ""complet"" est fameux, à la hauteur du ""samourai"" de son concurrent le bigban.",bigban,positive,73,79,2
g187143-d1327801-r268704148,En plus le cuisinier est adorable.,cuisinier,positive,11,20,2
g187143-d1334240-r221037683,"La complexité annoncée des plats, elle est ou ?",plats,negative,27,32,1
g187143-d1334240-r221037683,"Il y peut y avoir des sauces ""sur etagere"" dans les plats cuisines",sauces,negative,22,28,1
g187143-d1764397-r245318896,Accueil zero,Accueil,negative,0,7,1
g187143-d1764397-r245318896,On s'est fait INSULTER par le responsable le 20 décembre 2014 c'est INADMISSIBLE !!!!,responsable,negative,30,41,1
g187143-d1764397-r245318896,Dommage pour les patrons qui perdent du monde à cause de l'employé qui se prend pour un patron justement !,employé,negative,59,66,1
g187143-d1764397-r245318896,Un jeune serveur très sympa je le plaint !,serveur,positive,9,16,2
g187143-d3895071-r258653920,Le cadre est vraiment sympathique et la déco très agréable ce qui contraste avec le peu d'amabilité d'une des serveuses assez désagréable et passée maître dans l'art de faire des réflexions à la clientèle.,cadre,positive,3,8,2
